id,nazov_piva,pivovar,mesto,kraj,hodnotenie,sezonnost,skupina_piv,styl,stupnovitost,alkohol_percento,horkost_IBU,pivovar_matched,pivovar_original,pivovar_id_1,pivovar_id_2
128,Polotmavý medový ležák 11°,Baraba,Český Těšín,Moravskoslezský kraj,5.5,Neuvedené,medové pivo ( ochucené pivo ),polotmavý ležák,11,4.599999904632568,32,Baraba,Baraba,232,NULL
129,Světlý ležák 12°,Baraba,Český Těšín,Moravskoslezský kraj,5.5,Neuvedené,Neuvedené,světlý ležák,12,5,36,Baraba,Baraba,232,NULL
130,Výčepní 10°,Baraba,Český Těšín,Moravskoslezský kraj,6.5,Neuvedené,Neuvedené,světlé výčepní,10,NULL,Neuvedené,Baraba,Baraba,232,NULL
131,Dvanáct,Baran,Brno,Jihomoravský kraj,6,Neuvedené,Neuvedené,světlý ležák,12,5,43,Baran,Baran,90,NULL
132,Mlsnej fotr,Bartoš,Horní Dobrouč,Pardubický kraj,6,Neuvedené,Neuvedené,světlý ležák,11,4.5,40,Bartoš,Bartoš,342,NULL
133,Sagvan,Bartoš,Horní Dobrouč,Pardubický kraj,6,Neuvedené,Neuvedené,American Porter ( Porter ),14,5.800000190734863,30,Bartoš,Bartoš,342,NULL
134,Baštýř 10°,Energon,Obořiště,Středočeský kraj,3.299999952316284,Neuvedené,Neuvedené,světlé výčepní,10,NULL,Neuvedené,Energon,Energon,558,NULL
135,Baštýř Nakuřovaná 12°,Energon,Obořiště,Středočeský kraj,5.5,Neuvedené,nakuřované pivo,polotmavý ležák,12,NULL,Neuvedené,Energon,Energon,558,NULL
136,Baštýř Polotmavý ležák,Energon,Obořiště,Středočeský kraj,7,Neuvedené,Neuvedené,polotmavý ležák,11,NULL,Neuvedené,Energon,Energon,558,NULL
137,Baštýř Světlý ležák,Energon,Obořiště,Středočeský kraj,5.900000095367432,Neuvedené,Neuvedené,světlý ležák,12,NULL,Neuvedené,Energon,Energon,558,NULL
138,Be(er) Wheat Mate,U Bizona,Čižice,Plzeňský kraj,3.299999952316284,Neuvedené,"maté pivo ( bylinné pivo , ochucené pivo )",světlý ležák světlé pšeničné,NULL,5.199999809265137,Neuvedené,U Bizona,U Bizona,417,NULL
139,Hladový Kiwi IPL,Beaver's And Duck's,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,India Pale Lager,13,5.800000190734863,65,Beaver's And Duck's,Beaver's And Duck's,432,NULL
140,Bedřichova dvanáctka světlá,Veselka,Litomyšl,Pardubický kraj,4,Neuvedené,Neuvedené,světlý ležák,12,4.800000190734863,Neuvedené,Veselka,Veselka,368,NULL
141,Bedřichova jedenáctka polotmavá,Veselka,Litomyšl,Pardubický kraj,6,Neuvedené,Neuvedené,polotmavý ležák,11,4.5,Neuvedené,Veselka,Veselka,368,NULL
142,Bedřichova jedenáctka světlá,Veselka,Litomyšl,Pardubický kraj,3.299999952316284,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Veselka,Veselka,368,NULL
143,APA,Beer Daddy,Sivice,Jihomoravský kraj,4,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,5.199999809265137,Neuvedené,Beer Daddy,Beer Daddy,136,NULL
144,IPA 14 %,Beer Daddy,Sivice,Jihomoravský kraj,6,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",14,5.199999809265137,45,Beer Daddy,Beer Daddy,136,NULL
145,Ležák 11%,Beer Daddy,Sivice,Jihomoravský kraj,4.5,Neuvedené,Neuvedené,světlý ležák,11,4.599999904632568,Neuvedené,Beer Daddy,Beer Daddy,136,NULL
146,Ležák 12%,Beer Daddy,Sivice,Jihomoravský kraj,6.5,Neuvedené,Neuvedené,světlý ležák,12,5.199999809265137,40,Beer Daddy,Beer Daddy,136,NULL
147,Summer Pale Ale 9%,Beer Daddy,Sivice,Jihomoravský kraj,4.800000190734863,letní,Neuvedené,"American Blond Ale ( Golden Ale , Ale )",9,3.200000047683716,Neuvedené,Beer Daddy,Beer Daddy,136,NULL
148,Amber Ale,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",12,4.300000190734863,35,Beer Factory,Beer Factory,374,NULL
149,Beertime Hefeweizen,Beer Factory,Plzeň,Plzeňský kraj,6.5,Neuvedené,Neuvedené,German Hefeweizen,12,4.900000095367432,Neuvedené,Beer Factory,Beer Factory,374,NULL
150,Black Ale,Beer Factory,Plzeň,Plzeňský kraj,8,Neuvedené,Neuvedené,Porter,13,4.699999809265137,20,Beer Factory,Beer Factory,374,NULL
151,Black Lager,Beer Factory,Plzeň,Plzeňský kraj,7,Neuvedené,Neuvedené,tmavý ležák,12,4.699999809265137,Neuvedené,Beer Factory,Beer Factory,374,NULL
152,Bock 16°,Beer Factory,Plzeň,Plzeňský kraj,6.5,Neuvedené,Neuvedené,Dunkler Bock ( Bock ) polotmavý speciál,16,5.800000190734863,Neuvedené,Beer Factory,Beer Factory,374,NULL
153,Bock 17°,Beer Factory,Plzeň,Plzeňský kraj,5.5,Neuvedené,Neuvedené,Dunkler Bock ( Bock ),17,7.199999809265137,17,Beer Factory,Beer Factory,374,NULL
154,Brut IPA,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,India Pale Ale ( Ale ),14,7,66,Beer Factory,Beer Factory,374,NULL
155,Double Juicy IPA,Beer Factory,Plzeň,Plzeňský kraj,2.5,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",18,8,50,Beer Factory,Beer Factory,374,NULL
156,Fresh Saaz Ale,Beer Factory,Plzeň,Plzeňský kraj,6.5,Neuvedené,wet hop,Pale Ale ( Ale ),11,4.5,30,Beer Factory,Beer Factory,374,NULL
157,Harmony Lager Single Hop,Beer Factory,Plzeň,Plzeňský kraj,6.5,Neuvedené,single hop,světlý ležák,NULL,4.5,Neuvedené,Beer Factory,Beer Factory,374,NULL
158,Hop Factor American IPA,Beer Factory,Plzeň,Plzeňský kraj,5.5,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",16,6.5,55,Beer Factory,Beer Factory,374,NULL
159,Hop Factor Australian IPA,Beer Factory,Plzeň,Plzeňský kraj,5.5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),15,6,66,Beer Factory,Beer Factory,374,NULL
160,Hop Factor Tropical IPA,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,India Pale Ale ( Ale ),15,6,66,Beer Factory,Beer Factory,374,NULL
161,IPA 16°,Beer Factory,Plzeň,Plzeňský kraj,5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),16,6.5,50,Beer Factory,Beer Factory,374,NULL
162,Juicy Amarillo,Beer Factory,Plzeň,Plzeňský kraj,4.5,Neuvedené,single hop,Pale Ale ( Ale ),12,4.5,Neuvedené,Beer Factory,Beer Factory,374,NULL
163,Juicy Bravo,Beer Factory,Plzeň,Plzeňský kraj,5.5,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",12,4.5,50,Beer Factory,Beer Factory,374,NULL
164,Juicy Eldorádo,Beer Factory,Plzeň,Plzeňský kraj,5.300000190734863,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",12,4.5,25,Beer Factory,Beer Factory,374,NULL
165,Juicy Idaho 7,Beer Factory,Plzeň,Plzeňský kraj,5.5,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",12,4.5,25,Beer Factory,Beer Factory,374,NULL
166,Juicy Mosaic,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",12,4.5,30,Beer Factory,Beer Factory,374,NULL
167,Juicy Sabro,Beer Factory,Plzeň,Plzeňský kraj,7.5,Neuvedené,single hop,"New England IPA ( India Pale Ale , Ale ) Pale Ale ( Ale )",12,4.5,Neuvedené,Beer Factory,Beer Factory,374,NULL
168,Nevada Ale 11°,Beer Factory,Plzeň,Plzeňský kraj,7,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,3.5,33,Beer Factory,Beer Factory,374,NULL
169,New England IPA Citra + Sabro,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",14,5.5,Neuvedené,Beer Factory,Beer Factory,374,NULL
170,Porter,Beer Factory,Plzeň,Plzeňský kraj,7,Neuvedené,Neuvedené,Porter,16,6.5,Neuvedené,Beer Factory,Beer Factory,374,NULL
171,Porter Robust-a,Beer Factory,Plzeň,Plzeňský kraj,7.5,Neuvedené,kávové pivo ( ochucené pivo ),Porter,14,5.800000190734863,20,Beer Factory,Beer Factory,374,NULL
172,pšeničné pivo Weissbier,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,German Hefeweizen,12,5.099999904632568,Neuvedené,Beer Factory,Beer Factory,374,NULL
173,pšeničné pivo Witbier,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,Belgian Witbier,11,4,17,Beer Factory,Beer Factory,374,NULL
174,Stout,Beer Factory,Plzeň,Plzeňský kraj,7.5,Neuvedené,Neuvedené,Stout,17,7.199999809265137,27,Beer Factory,Beer Factory,374,NULL
175,světlý ležák 12° (třírmutový),Beer Factory,Plzeň,Plzeňský kraj,6.5,Neuvedené,Neuvedené,světlý ležák,12,4.300000190734863,35,Beer Factory,Beer Factory,374,NULL
176,White IPA,Beer Factory,Plzeň,Plzeňský kraj,6,Neuvedené,Neuvedené,India Pale Ale ( Ale ) Belgian Witbier,14,5.5,45,Beer Factory,Beer Factory,374,NULL
177,Pardubickej Lajf,Beer Poets,Pardubice,Pardubický kraj,7,Neuvedené,Neuvedené,světlý ležák,12,NULL,Neuvedené,Beer Poets,Beer Poets,343,NULL
178,11° Polotmavý,Beeranek,České Budějovice,Jihočeský kraj,6.300000190734863,Neuvedené,Neuvedené,polotmavý ležák,11,4.099999904632568,Neuvedené,Beeranek,Beeranek,2,NULL
179,11° Světlý,Beeranek,České Budějovice,Jihočeský kraj,5.900000095367432,Neuvedené,Neuvedené,světlý ležák,11,4.099999904632568,Neuvedené,Beeranek,Beeranek,2,NULL
180,13° Diablo Negro,Beeranek,České Budějovice,Jihočeský kraj,7.300000190734863,Neuvedené,Neuvedené,tmavý speciál,13,4.800000190734863,Neuvedené,Beeranek,Beeranek,2,NULL
181,13° Special,Beeranek,České Budějovice,Jihočeský kraj,6.5,Neuvedené,Neuvedené,světlý speciál,13,4.800000190734863,Neuvedené,Beeranek,Beeranek,2,NULL
182,Flower Power,Beergeek,Praha,Hlavní město Praha,7.800000190734863,domovarnictví,bezové pivo ( ochucené pivo ),Neuvedené,11,NULL,Neuvedené,NULL,Beergeek,819,NULL
183,JZP Sour,Beergeek,Praha,Hlavní město Praha,5,Neuvedené,chilli pivo ( ochucené pivo ),Sour Ale,NULL,4.400000095367432,Neuvedené,NULL,Beergeek,819,NULL
184,Mild Ale,Beergeek,Praha,Hlavní město Praha,7,"domovarnictví , jednorázová várka",Neuvedené,"Dark Mild ( Mild Ale , Ale )",8,NULL,Neuvedené,NULL,Beergeek,819,NULL
185,Lady Madeline,Beerius,Praha,Hlavní město Praha,6.5,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",15,6.5,8,Beerius,Beerius,433,NULL
186,BeerLab Episode IV: Dry Hope,Sibeeria,Praha,Hlavní město Praha,8.300000190734863,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",16,7.400000095367432,57,Sibeeria,Sibeeria,507,NULL
187,BeerLab Hop Stop Session IPA,Sibeeria,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",12,5.199999809265137,Neuvedené,Sibeeria,Sibeeria,507,NULL
188,BeerLab Midnight Porter,Sibeeria,Praha,Hlavní město Praha,8.300000190734863,Neuvedené,Neuvedené,English Porter ( Porter ),13,5.5,Neuvedené,Sibeeria,Sibeeria,507,NULL
189,BeerLab One Half,Sibeeria,Praha,Hlavní město Praha,7.800000190734863,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",10,3.9000000953674316,Neuvedené,Sibeeria,Sibeeria,507,NULL
190,BeerLab Say Goodbye,Sibeeria,Praha,Hlavní město Praha,8.800000190734863,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",18,8.600000381469727,Neuvedené,Sibeeria,Sibeeria,507,NULL
191,BeerLab Say Wow!,Sibeeria,Praha,Hlavní město Praha,8.699999809265137,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",NULL,8.199999809265137,85,Sibeeria,Sibeeria,507,NULL
192,BeerLab Sexy Saison,Sibeeria,Praha,Hlavní město Praha,7.300000190734863,Neuvedené,Neuvedené,Saison,13,6.800000190734863,Neuvedené,Sibeeria,Sibeeria,507,NULL
193,BeerLab X-Rye Saison,Sibeeria,Praha,Hlavní město Praha,8.300000190734863,Neuvedené,žitné pivo,"Belgian IPA ( India Pale Ale , Ale ) Saison",14,6,Neuvedené,Sibeeria,Sibeeria,507,NULL
194,Beeruška ostružina / malina,Beerokracie,Ostrava,Moravskoslezský kraj,7,Neuvedené,"ostružinové pivo ( ovocné pivo , ochucené pivo ) malinové pivo ( ovocné pivo , ochucené pivo )",Gose,10,4.400000095367432,Neuvedené,Beerokracie,Beerokracie,233,NULL
195,Rumová pralinka,Beerware,Praha,Hlavní město Praha,7,domovarnictví,ochucené pivo,Russian Imperial Stout ( Stout ),NULL,9.5,Neuvedené,NULL,Beerware,824,NULL
196,Bělečská Carevna,U Hušků,Běleč nad Orlicí,Královéhradecký kraj,6.300000190734863,Neuvedené,Neuvedené,tmavý speciál,13,5.300000190734863,Neuvedené,U Hušků,U Hušků,200,NULL
197,Bělečská Jiskra,U Hušků,Běleč nad Orlicí,Královéhradecký kraj,6,Neuvedené,Neuvedené,světlý speciál,14,NULL,Neuvedené,U Hušků,U Hušků,200,NULL
198,Bělečský Car,U Hušků,Běleč nad Orlicí,Královéhradecký kraj,4.800000190734863,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,12,5,Neuvedené,U Hušků,U Hušků,200,NULL
199,Bělečský Car Včelka,U Hušků,Běleč nad Orlicí,Královéhradecký kraj,4.5,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,12,5,Neuvedené,U Hušků,U Hušků,200,NULL
200,Beránek,Velké Březno,Velké Březno,Ústecký kraj,3.5,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,12,NULL,Neuvedené,Velké Březno,Velké Březno,677,NULL
201,Černá ovce 14,Beránek,Stěžery,Královéhradecký kraj,5.800000190734863,Neuvedené,Neuvedené,polotmavý speciál,14,NULL,Neuvedené,Beránek,Beránek,165,NULL
202,Ovečka Speciál ze zeleného chmele,Beránek,Stěžery,Královéhradecký kraj,7,Neuvedené,wet hop,světlý ležák,11,4.5,35,Beránek,Beránek,165,NULL
203,Světlý speciál 14,Beránek,Stěžery,Královéhradecký kraj,6,Neuvedené,Neuvedené,světlý speciál,14,NULL,Neuvedené,Beránek,Beránek,165,NULL
204,Beranova Double IPA,Beranův pivovar,Trávníček,Liberecký kraj,5.300000190734863,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",17,7.099999904632568,78,Beranův pivovar,Beranův pivovar,202,NULL
205,Beranova Polotmavá dvanáctka,Beranův pivovar,Trávníček,Liberecký kraj,5.5,Neuvedené,Neuvedené,polotmavý ležák,12,5,Neuvedené,Beranův pivovar,Beranův pivovar,202,NULL
206,Beranova První 11°,Beranův pivovar,Trávníček,Liberecký kraj,7.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Beranův pivovar,Beranův pivovar,202,NULL
207,Beranova Session IPA,Beranův pivovar,Trávníček,Liberecký kraj,5.5,Neuvedené,single hop,"Session IPA ( India Pale Ale , Ale )",12,5,42,Beranův pivovar,Beranův pivovar,202,NULL
208,APA,Berko,Bernartice,Královéhradecký kraj,4,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,NULL,Neuvedené,Berko,Berko,166,NULL
209,Bavorská 11°,Berko,Bernartice,Královéhradecký kraj,2.5,Neuvedené,Neuvedené,polotmavý ležák Dunkel,11,5.199999809265137,Neuvedené,Berko,Berko,166,NULL
210,11,Bernard,Humpolec,Vysočina,5.800000190734863,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),11,4.5,Neuvedené,Bernard,Bernard,680,NULL
211,Bezlepkový ležák,Bernard,Humpolec,Vysočina,6,Neuvedené,bezlepkové pivo,světlý ležák,NULL,4.699999809265137,Neuvedené,Bernard,Bernard,680,NULL
212,Bílé pivo,Bernard,Humpolec,Vysočina,6.5,vánoční,Neuvedené,German Hefeweizen,13,5.199999809265137,Neuvedené,Bernard,Bernard,680,NULL
213,Bohemian Ale,Bernard,Humpolec,Vysočina,5.400000095367432,Neuvedené,"koriandrové pivo ( kořeněné pivo , ochucené pivo )","Belgian Strong Ale ( Belgian Ale , Ale )",NULL,8.199999809265137,Neuvedené,Bernard,Bernard,680,NULL
214,Bohemian Ale 11,Bernard,Humpolec,Vysočina,5.5,Neuvedené,Neuvedené,"Belgian Pale Ale ( Belgian Ale , Ale )",11,5.800000190734863,Neuvedené,Bernard,Bernard,680,NULL
215,Černá lavina,Bernard,Humpolec,Vysočina,6.800000190734863,Neuvedené,Neuvedené,tmavý ležák,NULL,5.099999904632568,Neuvedené,Bernard,Bernard,680,NULL
216,černý ležák 12,Bernard,Humpolec,Vysočina,7.199999809265137,Neuvedené,Neuvedené,tmavý ležák,12,5.099999904632568,Neuvedené,Bernard,Bernard,680,NULL
217,IPA,Bernard,Humpolec,Vysočina,5.400000095367432,Neuvedené,Neuvedené,India Pale Ale ( Ale ),12,5.599999904632568,50,Bernard,Bernard,680,NULL
218,Jantarový ležák 12,Bernard,Humpolec,Vysočina,6.699999809265137,Neuvedené,Neuvedené,polotmavý ležák řezaný ležák,12,4.699999809265137,Neuvedené,Bernard,Bernard,680,NULL
219,Kvasnicové pivo 10 / Kvasnicová desítka,Bernard,Humpolec,Vysočina,6.099999904632568,Neuvedené,Neuvedené,světlé výčepní,10,4.199999809265137,Neuvedené,Bernard,Bernard,680,NULL
220,Fairytale,Albert kočovný pivovar,Brno,Jihomoravský kraj,5.5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,4.599999904632568,34,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
221,Monasterium,Albert kočovný pivovar,Brno,Jihomoravský kraj,6.5,Neuvedené,Neuvedené,"Dubbel ( Belgian Strong Ale , Belgian Ale , Ale )",15,7,18,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
222,Schönbier,Albert kočovný pivovar,Brno,Jihomoravský kraj,5,Neuvedené,Neuvedené,Vienna Lager,12,4.900000095367432,Neuvedené,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
223,Silvio Pellico,Albert kočovný pivovar,Brno,Jihomoravský kraj,7.300000190734863,Neuvedené,Neuvedené,světlý ležák,12,5,40,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
224,Smoked Porter,Albert kočovný pivovar,Brno,Jihomoravský kraj,7.5,Neuvedené,nakuřované pivo,Porter,15,NULL,Neuvedené,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
225,Šalina,Albert kočovný pivovar,Brno,Jihomoravský kraj,5.800000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.300000190734863,30,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
226,Štatl Bitter Pale Ale,Albert kočovný pivovar,Brno,Jihomoravský kraj,2.5,Neuvedené,Neuvedené,Pale Ale ( Ale ),11,NULL,Neuvedené,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
227,Vendetta IPA (Buzzy Bomb),Albert kočovný pivovar,Brno,Jihomoravský kraj,7.800000190734863,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",14,5.199999809265137,43,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
228,Zimní varování IPA 15,Albert kočovný pivovar,Brno,Jihomoravský kraj,3,zimní,Neuvedené,"American IPA ( India Pale Ale , Ale )",15,NULL,49,Albert kočovný pivovar,Albert kočovný pivovar,83,NULL
229,Albrecht 10%,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6,Neuvedené,Neuvedené,světlé výčepní,10,4,25,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
230,Albrecht 10° Vital Desítka,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7,Neuvedené,single hop,světlé výčepní,10,4,25,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
231,Albrecht 11,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6,Neuvedené,Neuvedené,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
232,Albrecht 11 Karel,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,4,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",11,5.199999809265137,39,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
233,Albrecht 11 Mas Querido Brown Ale,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,5.5,Neuvedené,Neuvedené,"English Brown Ale ( Brown Ale , Ale )",11,NULL,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
234,Albrecht 11 Valdštejnský speciál,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7,Neuvedené,Neuvedené,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
235,Albrecht 11° Bohemia,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7.5,Neuvedené,single hop,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
236,Albrecht 11° Kazbek,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7,Neuvedené,single hop,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
237,Albrecht 11° Polaris,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6,Neuvedené,single hop,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
238,Albrecht 11° Rubín,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,Neuvedené,single hop,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
239,Albrecht 11° Saaz Late,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7,Neuvedené,single hop,světlý ležák,11,4.5,35,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
240,Kvasnicový ležák 11°,Bernard,Humpolec,Vysočina,6.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.599999904632568,Neuvedené,Bernard,Bernard,680,NULL
241,nefiltrovaná 10,Bernard,Humpolec,Vysočina,7.099999904632568,Neuvedené,Neuvedené,světlé výčepní Bohemian Pilsner ( Pilsner ),10,4,Neuvedené,Bernard,Bernard,680,NULL
242,nefiltrovaná 11,Bernard,Humpolec,Vysočina,5.800000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.599999904632568,Neuvedené,Bernard,Bernard,680,NULL
243,nefiltrovaná 12,Bernard,Humpolec,Vysočina,7,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,12,5,Neuvedené,Bernard,Bernard,680,NULL
244,nefiltrovaná 14,Bernard,Humpolec,Vysočina,6,Neuvedené,Neuvedené,světlý speciál,14,6,Neuvedené,Bernard,Bernard,680,NULL
245,Polotmavá 12,Bernard,Humpolec,Vysočina,6.5,Neuvedené,Neuvedené,polotmavý ležák,12,4.699999809265137,Neuvedené,Bernard,Bernard,680,NULL
246,Polotmavý ležák 11°,Bernard,Humpolec,Vysočina,5.5,Neuvedené,Neuvedené,polotmavý ležák,11,4.5,Neuvedené,Bernard,Bernard,680,NULL
247,s čistou hlavou Free,Bernard,Humpolec,Vysočina,2,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Bernard,Bernard,680,NULL
248,s čistou hlavou Jantar,Bernard,Humpolec,Vysočina,3.5,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Bernard,Bernard,680,NULL
249,s čistou hlavou Švestka,Bernard,Humpolec,Vysočina,4,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Bernard,Bernard,680,NULL
250,s čistou hlavou Višeň,Bernard,Humpolec,Vysočina,4.5,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",nealko ležák ( nealkoholické pivo ),NULL,0.5,Neuvedené,Bernard,Bernard,680,NULL
