id,nazov_piva,pivovar,pivovar_id_1,pivovar_id_2,sezonnost,skupina_piv,styl,kategoria1,kategoria2,kategoria3,podkategoria
3597,Světlá 11° extra chmelená,Mazák,68,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3598,Světlá 11° extra chmelená Galaxy,Mazák,68,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3599,Světlý speciál,Mazák,68,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3600,Uzený bock bez kosti,Mazák,68,NULL,Neuvedené,nakuřované pivo,Dunkler Bock ( Bock ),Lager,Dark,NULL,Bock
3601,Vánoční IPA (2017),Mazák,68,NULL,vánoční,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3602,Vánoční IPA (2025),Mazák,68,NULL,vánoční,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3603,Velikonoční IPA (2020),Mazák,68,NULL,velikonoční,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3604,Velikonoční tmavý speciál,Mazák,68,NULL,velikonoční,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
3605,Wolves in the Taproom,Mazák,68,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
3606,Blondýn,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,"Belgian IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,"Belgian, IPA"
3607,Bůček,Mazaný Lišák,701,NULL,Neuvedené,nakuřované pivo,Dunkler Bock ( Bock ),Lager,Dark,NULL,Bock
3608,Čokos,Mazaný Lišák,701,NULL,Neuvedené,"čokoládové pivo ( ochucené pivo ) kokosové pivo ( ovocné pivo , ochucené pivo )",Sweet Stout / Milk Stout ( Stout ),Ale,Dark,Special,"Milk Stout, Stout"
3609,Funky Zeit,Mazaný Lišák,701,NULL,Neuvedené,"ananasové pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
3610,Indián AIPA,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3611,O'Pat,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
3612,Pamela,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,"American Blond Ale ( Golden Ale , Ale )",Ale,NULL,NULL,Blond/Golden
3613,Portýr,Mazaný Lišák,701,NULL,Neuvedené,kořeněné pivo ( ochucené pivo ),Porter,Ale,Dark,NULL,Porter
3614,Střízlík,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,světlý ležák světlé pšeničné,Lager,Wheat,NULL,NULL
3615,Vermont,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3616,Winston,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,"Extra Special Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,Special,NULL,English Pale Ale
3617,Zrzek,Mazaný Lišák,701,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
3618,Medlešický ležák černý 12°,Medlešice,352,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
3619,Medlešický ležák světlý 12°,Medlešice,352,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3620,(Kujeba) Pale Ale,Mejto,353,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
3621,(Kujeba) Polotmavá 11,Mejto,353,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3622,(Kujeba) Pšeničné pivo,Mejto,353,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3623,Melantrich ležák,Permon,152,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3624,Melantrich ležák NZ,Permon,152,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3625,Hanácké Mechoš 11%,Pivovárek Melichárek,321,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3626,Mechoška 13%,Pivovárek Melichárek,321,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
3627,Close Your Eyes and You'll See,Métaphore,476,NULL,Neuvedené,oak barrel-aged,Wild Ale ( Ale ),Ale,NULL,NULL,NULL
3628,Distant Memories,Métaphore,476,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo ) oak barrel-aged",Sour Ale,Ale,Sour,NULL,NULL
3629,Orange,Métaphore,476,NULL,Neuvedené,"hroznové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
3630,Peach Rust,Métaphore,476,NULL,Neuvedené,"broskvové pivo ( ovocné pivo , ochucené pivo ) oak barrel-aged",Wild Ale ( Ale ),Ale,NULL,NULL,NULL
3631,Those Who Dance,Métaphore,476,NULL,Neuvedené,Bio pivo,Pilsner,Lager,NULL,NULL,Pilsner
3632,Čáryfuk,U bojiště 1866 Miletín,199,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
3633,Pytlák,U bojiště 1866 Miletín,199,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3634,Dešťovka,Millénium,657,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3635,Miláček,Millénium,657,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3636,Alt,MMX,588,NULL,Neuvedené,Neuvedené,Altbier,Ale,NULL,NULL,Altbier
3637,Amber Ale,MMX,588,NULL,Neuvedené,Neuvedené,Amber Ale ( Ale ),Ale,NULL,NULL,Amber
3638,American Pale Ale 12°,MMX,588,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3639,American Pale Ale 13°,MMX,588,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3640,Bitter Ale,MMX,588,NULL,Neuvedené,Neuvedené,"Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
3641,desítka,MMX,588,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3642,EPA,MMX,588,NULL,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
3643,Hopfweizen,MMX,588,NULL,Neuvedené,Neuvedené,světlé pšeničné German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3644,IPA 13°,MMX,588,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3645,PNA,MMX,588,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
3646,pšeničné,MMX,588,NULL,Neuvedené,Neuvedené,German Hefeweizen světlé pšeničné,Ale,Wheat,NULL,Hefeweizen
3647,pšeničné pivo s vyšší hořkostí,MMX,588,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3648,Red Ale,MMX,588,NULL,Neuvedené,Neuvedené,Irish Red Ale ( Ale ),Ale,NULL,NULL,Red Ale
3649,Stout,MMX,588,NULL,Neuvedené,Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
3650,Summer APA,MMX,588,NULL,letní,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3651,světlý ležák 11°,MMX,588,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
3652,světlý ležák 12°,MMX,588,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
3653,Velikonoční Bitter,MMX,588,NULL,velikonoční,Neuvedené,"Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
3654,Dobřanská desítka,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3655,Dobřanská Hvězda,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
3656,Dobřanská vánoční Black IPA,Modrá Hvězda,395,NULL,vánoční,kořeněné pivo ( ochucené pivo ),"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
3657,Dobřanský Dragoun,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
3658,Dobřanský Hospodář,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,German Hefeweizen světlé pšeničné,Ale,Wheat,NULL,Hefeweizen
3659,Dobřanský sekáč,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3660,Dobřanský Svatý Vít,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3661,Dobřanský tmavý speciál,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
3662,DPH - Dobřanské Pivo Hořké,Modrá Hvězda,395,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3663,Černý Brejle (Královna),Modrá Vosa,589,NULL,domovarnictví,Neuvedené,Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
3664,nealko světlé Svatý Kryštof,Modrý abbé,396,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
3665,Ale 14%,Monopol,661,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
3666,jarní IPA,Monopol,661,NULL,jarní,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3667,Karlík 11% polotmavé,Monopol,661,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3668,Podzimní vídeňský ležák,Monopol,661,NULL,podzimní,Neuvedené,Vienna Lager polotmavý ležák,Lager,NULL,NULL,Polotmavý
3669,Pšenice,Monopol,661,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3670,světlý ležák 12°,Monopol,661,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3671,Višeň 11%,Monopol,661,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",polotmavý ležák,Lager,NULL,NULL,Polotmavý
3672,12° světlá nefiltrovaná,Morava,256,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3673,APA 13%,Morava,256,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3674,Doppelcock,Moravia,120,NULL,Neuvedené,medové pivo ( ochucené pivo ),Doppelbock ( Bock ),Lager,Dark,NULL,Bock
3675,10° Jošt,Moravia,120,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3676,12° Petrov,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3677,Akciový ležák 12°,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3678,Medlánecký kluzák 11°,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3679,Mendel Bier 12°,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3680,Punkevní,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3681,Rathaus Bier 11,Moravia,120,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3682,Sv. Martin,Moravia,120,NULL,svatomartinské,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3683,Sv. Václav,Moravia,120,NULL,svatováclavské,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3684,Sváteční světlý speciál,Moravia,120,NULL,vánoční,wet hop,světlý speciál,Lager,Special,NULL,NULL
3685,Zlato Moravy 14°,Moravia,120,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3686,Divočák,Moravský Žižkov,72,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3687,Mustang,Moravský Žižkov,72,NULL,Neuvedené,Neuvedené,světlý speciál India Pale Lager,Lager,Special,NULL,IPL
3688,Nymfa,Moravský Žižkov,72,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3689,Vídeňský ležák,Moravský Žižkov,72,NULL,Neuvedené,Neuvedené,Vienna Lager světlý ležák,Lager,NULL,NULL,NULL
3690,Žižkovský ležák,Moravský Žižkov,72,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3691,√25 Výroční speciál,Mordýř,358,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
3692,Amber IPA,Mordýř,358,NULL,Neuvedené,nakuřované pivo,"Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3693,Blizard,Mordýř,358,NULL,zimní,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3694,Double IPA,Mordýř,358,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3695,Ejlík Summer Ale,Mordýř,358,NULL,letní,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3696,Elegán,Mordýř,358,NULL,Neuvedené,single hop,India Pale Lager,Lager,NULL,NULL,IPL
3697,Emil,Mordýř,358,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3698,Gilotina,Mordýř,358,NULL,Neuvedené,ochucené pivo,"Belgian Strong Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
3699,Granátový ležák,Mordýř,358,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3700,Heart Attack IPA,Mordýř,358,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3701,India Black Ale,Mordýř,358,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
3702,Kurtizána,Mordýř,358,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3703,Lazy Cat,Mordýř,358,NULL,Neuvedené,Neuvedené,"Rye IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3704,Líný kominík,Mordýř,358,NULL,zimní,nakuřované pivo,tmavý speciál,Lager,Dark,Special,NULL
3705,Mordýřka,Mordýř,358,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3706,Pivo Ale Kulový,Mordýř,358,NULL,Neuvedené,"koriandrové pivo ( kořeněné pivo , ochucené pivo )","Belgian IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,"Belgian, IPA"
3707,Red Eagle APA,Mordýř,358,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3708,Sametová desítka,Mordýř,358,NULL,Neuvedené,Neuvedené,polotmavé výčepní,Lager,NULL,NULL,Polotmavý
3709,Smoked Amber Ale,Mordýř,358,NULL,Neuvedené,nakuřované pivo,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
3710,Summer Ale,Mordýř,358,NULL,letní,Neuvedené,"American Blond Ale ( Golden Ale , Ale )",Ale,NULL,NULL,Blond/Golden
3711,Summer Ale Dry Hop Ella,Mordýř,358,NULL,Neuvedené,Neuvedené,"American Blond Ale ( Golden Ale , Ale )",Ale,NULL,NULL,Blond/Golden
3712,Svatováclavská 12°,Mordýř,358,NULL,svatováclavské,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3713,světlá 14 mnichovského typu,Mordýř,358,NULL,Neuvedené,Neuvedené,Festbier Hell světlý speciál,Lager,Special,NULL,Festbier
3714,Světlá IPA 14,Mordýř,358,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3715,světlý ležák,Mordýř,358,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3716,Velikonoční speciál,Mordýř,358,NULL,velikonoční,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3717,Vídeňský Speciál,Mordýř,358,NULL,Neuvedené,Neuvedené,Vienna Lager polotmavý speciál,Lager,Special,NULL,Polotmavý
3718,Zázvorový ležák,Mordýř,358,NULL,Neuvedené,zázvorové pivo ( ochucené pivo ),světlý ležák,Lager,NULL,NULL,NULL
3719,Zorro Sweet Stout,Mordýř,358,NULL,Neuvedené,Neuvedené,Sweet Stout / Milk Stout ( Stout ),Ale,Dark,Special,"Milk Stout, Stout"
3720,Žitná IPA,Mordýř,358,NULL,Neuvedené,Neuvedené,"Rye IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3721,Maisel polotmavá 11°,Hostinský pivovar Moritz,298,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3722,světlá 10°,Hostinský pivovar Moritz,298,NULL,Neuvedené,Neuvedené,světlé výčepní Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
3723,světlá 11°,Hostinský pivovar Moritz,298,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3724,světlá 12°,Hostinský pivovar Moritz,298,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
3725,10 Desítka Pale Ale,Minipivovar Most,659,NULL,Neuvedené,Neuvedené,Golden Ale ( Ale ),Ale,NULL,NULL,Blond/Golden
3726,11 Dvanáctka polotmavá,Minipivovar Most,659,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3727,11 Jedenáctka světlá,Minipivovar Most,659,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3728,14 Čtrnáctka IPA,Minipivovar Most,659,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3729,Ale 12°,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3730,Amber Ale,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
3731,Baník 10°,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3732,Černí andělé,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
3733,IPA 15%,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
3734,Letní Summer Ale 10°,Mostecký Kahan,662,NULL,letní,Neuvedené,Golden Ale ( Ale ),Ale,NULL,NULL,Blond/Golden
3735,Magistr Edward Kelley světlý ležák 12°,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3736,Mostecká 11°,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3737,polotmavý ležák 12°,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3738,Pšeničné 11%,Mostecký Kahan,662,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3739,Rauch,Mostecký Kahan,662,NULL,Neuvedené,nakuřované pivo,Dunkelweizen,Ale,Dark,Wheat,"Dunkel, Wheat Ale"
3740,American Fly,Moucha,478,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3741,Branická Čtrnáctka,Moucha,478,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
3742,Česká Moucha 11,Moucha,478,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3743,Česká moucha 12,Moucha,478,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3744,Masařka,Moucha,478,NULL,Neuvedené,Neuvedené,polotmavý speciál,Lager,Special,NULL,Polotmavý
3745,Muška pšeničný ležák,Moucha,478,NULL,Neuvedené,Neuvedené,světlý ležák světlé pšeničné,Lager,Wheat,NULL,NULL
3746,Mudrlant,Parník,319,NULL,jednorázová várka,nakuřované pivo,tmavý speciál,Lager,Dark,Special,NULL
3747,Muflon Albín Ale,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,"American Blond Ale ( Golden Ale , Ale )",Ale,NULL,NULL,Blond/Golden
3748,Muflon Amore Mio,Pivovar Kunratice,489,NULL,Neuvedené,single hop,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3749,Muflon Bad Flash Bikini Ale,Pivovar Kunratice / Bad Flash,489,431,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
3750,Muflon Bad Flash Mikiny Ale,Bad Flash,431,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
3751,Muflon Fruit Of The Hops,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3752,Muflon Na saních 13°,Pivovar Kunratice,489,NULL,vánoční,Neuvedené,"Rye IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3753,Muflon New England IPA,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
3754,Muflon Red Ale,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
3755,Muflon Special Stout,Pivovar Kunratice,489,NULL,"svatopatrické , zimní",Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
3756,Muflon Summer Ale,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3757,Muflon světlý ležák 11°,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3758,Muflon světlý ležák 12°  chmelený za studena,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3759,Muflon vídeňský polotmavý ležák 12°,Pivovar Kunratice,489,NULL,Neuvedené,Neuvedené,polotmavý ležák Vienna Lager,Lager,NULL,NULL,Polotmavý
3760,C.K. Cyklo Vídeňské výčepní,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,Neuvedené,polotmavé výčepní Vienna Lager,Lager,NULL,NULL,Polotmavý
3761,Irish Stout,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,Neuvedené,Foreign Extra Stout ( Stout ),Ale,Dark,NULL,Stout
3762,karamelový ležák s lipovým medem,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,medové pivo ( ochucené pivo ),polotmavý ležák,Lager,NULL,NULL,Polotmavý
3763,kořeněná sváteční 14°,Svitavský pivovárek Na Kopečku,364,NULL,vánoční,kořeněné pivo ( ochucené pivo ),světlý speciál,Lager,Special,NULL,NULL
3764,Mouřenín,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,Neuvedené,tmavý speciál,Lager,Dark,Special,NULL
3765,Red Hill,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
3766,Soráč,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
3767,Škopeček,Svitavský pivovárek Na Kopečku,364,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
3768,Velikonoční kopřivový speciál,Svitavský pivovárek Na Kopečku,364,NULL,velikonoční,"kopřivové pivo ( bylinné pivo , ochucené pivo )",světlý ležák,Lager,NULL,NULL,NULL
3769,Cykloosma,Na Lochkově,479,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
3770,pšeničný Weissen 11%,Na Lochkově,479,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3771,světlý ležák Lochkovská 11%,Na Lochkově,479,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
3772,Brusinka,Na Rychtě,663,NULL,Neuvedené,"brusinkové pivo ( ovocné pivo , ochucené pivo )",polotmavý ležák,Lager,NULL,NULL,Polotmavý
3773,Mazel,Na Rychtě,663,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
3774,Pivo Máye,Na Rychtě,663,NULL,Neuvedené,medové pivo ( ochucené pivo ),světlý ležák,Lager,NULL,NULL,NULL
3775,Rychtářka svrchně kvašená,Na Rychtě,663,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3776,Rychtovar,Na Rychtě,663,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
3777,Ústecká Rychtářka spodně kvašená,Na Rychtě,663,NULL,Neuvedené,Neuvedené,světlé pšeničné,Lager,Wheat,NULL,NULL
3778,Vojtěch,Na Rychtě,663,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
3779,Nahoře bez,Mazák,68,NULL,Neuvedené,bezové pivo ( ochucené pivo ),German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
3780,Belgian Dubbel,Nachmelená opice,258,NULL,Neuvedené,Neuvedené,"Dubbel ( Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
3781,Ich liebe dich,Nachmelená opice,258,NULL,valentýnské,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
