id,nazev_pivovaru,detail_nazvu,zeme,typ,mesto,kraj,adresa,zalozeno,ico,ico_obchodni_jmeno,web,prodejna,prodejna_vycap
543,1. karlštejnský mikropivovar Karlíček,NULL,Česká republika,minipivovar,Karlštějn,Středočeský kraj,Karlštejn 109,2020,61507784,"BOHEMIA RAINBOW, spol. s r.o.",www.pivokarlicek.com,1,1
544,Akciový pivovar Libertas,NULL,Česká republika,minipivovar,Úvaly,Středočeský kraj,"Škvorecká, Úvaly",2019,4799411,Akciový pivovar LIBERTAS a.s.,https://pivovar-libertas.cz,1,1
545,Antoš,NULL,Česká republika,restaurační pivovar,Slaný,Středočeský kraj,"Vinařického 14, Slaný",2010,1337858,Petr Antoš,https://www.pivovarantos.cz,0,1
546,Bad Boy / Pacovský pivovar Na Mýtince,NULL,Česká republika,létající pivovar,Říčany,Středočeský kraj,"Na Mýtince, Pacov, Říčany",2017,NULL,NULL,NULL,NULL,0
547,Bakalář,NULL,Česká republika,průmyslový pivovar,Rakovník,Středočeský kraj,"Havlíčkova 69, Rakovník, Středočeský kraj",1454,3395243,Miroslav Bakalář,https://www.pivobakalar.cz/entry,1,NULL
548,Baštecký pivovar,NULL,Česká republika,minipivovar,Starý Kolín,Středočeský kraj,"Za poštou 95, Starý Kolín",2018,NULL,Baštecká s.r.o.,https://basteckypivovar.cz,1,0
549,Berounský medvěd,NULL,Česká republika,restaurační pivovar,Beroun,Středočeský kraj,"Tyršova 135, Beroun",1999,NULL,Hana Mayerová fyzická osoba,https://www.berounskymedved.com/,1,1
550,Bitches Brew Company,NULL,Česká republika,létající pivovar,Bakov nad Jizerou,Středočeský kraj,"Brigádnická 734, Bakov nad Jizerou",2020,NULL,"GARP CB, s. r. o.",NULL,NULL,0
551,BiyrLab,NULL,Česká republika,uzavřený pivovar,Nymburk,Středočeský kraj,"Za Žoskou 2506, 288 02 Nymburk",2022,NULL,NULL,NULL,0,0
552,Bobr,NULL,Česká republika,minipivovar,Zadní Třebaň,Středočeský kraj,"U Mlýna 8, Zadní Třebaň",2013,1843834,MS Bobr Meclov,https://www.bobr.com/,0,NULL
553,Český Brod,NULL,Česká republika,minipivovar,Český Brod,Středočeský kraj,"Tuchorazská 1433, Český Brod",2019,235334,Město Český Brod,https://cesbrod.cz/,1,NULL
554,Čestmír,NULL,Česká republika,minipivovar,Brandýs nad Labem,Středočeský kraj,"Sídliště BSS 1335/8, 25001 Brandýs nad Labem-Stará Boleslav",2019,702498,Čestmír Poul,https://www.pivovarcestmir.cz/,1,NULL
555,Dědkův mlýn,NULL,Česká republika,minipivovar,Unhošť,Středočeský kraj,"Dědkův mlýn 488, Unhošť",2017,4900723,"Osada Dědkův mlýn, z.s.",https://www.dedkuv-mlyn.cz/cz/,0,1
556,Domácí pivovar KOMA,domovarnictví,Česká republika,domovarnictví,Beroun,Středočeský kraj,Beroun,2014,NULL,NULL,NULL,0,0
557,eMBe,NULL,Česká republika,restaurační pivovar,Mladá Boleslav,Středočeský kraj,"Na Klenici 46/9, 29301 Mladá Boleslav",2019,6846530,eMBe pivovar s.r.o.,https://embepivovar.cz,0,1
558,Energon,NULL,Česká republika,restaurační pivovar,Obořiště,Středočeský kraj,"Obořiště 53, Obořiště",2013,6178154,"Energon Energy Solutions, s.r.o.",https://www.energon.cz/,1,1
559,Ettore,NULL,Česká republika,restaurační pivovar,Jíloviště,Středočeský kraj,"Všenorská 45, Jíloviště",2017,5276381,Ettore Vassallo,https://ettore.com,1,1
560,Ferdinand,NULL,Česká republika,průmyslový pivovar,Benešov,Středočeský kraj,"Táborská 306, Benešov",1897,1316664,MUDr. Ferdinand Třebický,https://www.pivovarferdinand.cz/,1,1
561,Garp,NULL,Česká republika,minipivovar,Bakov nad Jizerou,Středočeský kraj,"Brigádnická 734, Bakov nad Jizerou",2018,6516785,"GARP CB, s. r. o.",https://www.pivogarp.cz/,1,1
562,Gwern,NULL,Česká republika,minipivovar,Nupaky,Středočeský kraj,Benická,2015,3515087,Gwern s.r.o.,https://gwern.cz,1,1
563,Herold,NULL,Česká republika,minipivovar,Březnice,Středočeský kraj,"Zámecký obvod 31, Březnice",1506,1194313,Libor Herold,https://www.pivovar-herold.cz/,0,0
564,Holanďan,NULL,Česká republika,minipivovar,Hlízov,Středočeský kraj,"Hlízov 230, 285 32 Hlízov",2022,6632653,Pivovar Holanďan s.r.o.,https://www.pivovarholandan.cz/,1,1
565,Hostomice pod Brdy,NULL,Česká republika,minipivovar,Hostomice,Středočeský kraj,"Pivovarská 214, Hostomice",2014,462365,Vlastenecko-dobročinná obec baráčníků Hostomice pod Brdy z.s.,https://pivovarhostomice.cz/,1,1
566,Hubertus Kácov,NULL,Česká republika,průmyslový pivovar,Kácov,Středočeský kraj,"V Podskalí 6, Kácov, Středočeský kraj",1457,NULL,"Pivovar Hubertus, a. s.",https://www.pivovarkacov.cz/,0,0
567,Chernobeer Brewing Co.,NULL,Česká republika,létající pivovar,Kladno,Středočeský kraj,Kladno,2017,NULL,NULL,https://www.facebook.com/chernobeer.brewing.co/,0,0
